﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
Chris Law,Dundee West BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",27107.35,8802.65,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",170699.56,23330.44,0,N/A,0,0,197806.91,23010,Standard budget for renting a property in the London area,22932.46,77.54,N/A,1893.86,N/A,2000,26826.32,224633.23,4403
Chris Loder,West Dorset CC,41210,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £5,300",38833.39,2376.61,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",192103.56,1926.44,0,N/A,0,0,230936.95,20597.86,"Standard budget for renting a property in the London area for nine months, and £3,324.60 in hotel costs",20204.53,393.33,N/A,5034.6,N/A,0,25239.13,256176.08,4751
Chris Matheson,City of Chester CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",29134.03,6775.97,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",165815.18,28214.82,0,N/A,0,0,194949.21,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),2423.62,2986.38,N/A,6260.27,N/A,0,8683.89,203633.1,4408
Chris Philp,Croydon South BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",14802.78,23997.22,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",180229.63,26900.37,0,N/A,0,0,195032.41,0,N/A,0,0,N/A,0,N/A,0,0,195032.41,4503
Chris Pincher,Tamworth CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",34178.01,1731.99,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",164794.41,29235.59,0,N/A,0,0,198972.42,23010,Standard budget for renting a property in the London area,18729.13,4280.87,N/A,5803.3,N/A,0,24532.43,223504.85,4075
Chris Skidmore,Kingswood BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",16815.78,19094.22,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",111917.12,82112.88,0,N/A,0,0,128732.9,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),5400.84,9.16,N/A,760.8,N/A,0,6161.64,134894.54,4021
Chris Stephens,Glasgow South West BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",20050.53,15859.47,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",175450.39,18579.61,0,N/A,0,0,195500.92,23010,Standard budget for renting a property in the London area,22829.56,180.44,N/A,8225,N/A,0,31054.56,226555.48,4463
Chris Williamson,Derby North BC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,210,210,210,3976
Christian Wakeford,Bury South BC,38510,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £2,600",35766.8,2743.2,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",154552.88,39477.12,0,N/A,0,0,190319.68,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",28445,0,N/A,13899.26,N/A,0.19,42344.45,232664.13,4871
Christina Rees,Neath CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",19982.53,15927.47,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",142086.5,51943.5,0,N/A,0,0,162069.03,2916.32,Hotels,2916.32,0,N/A,863.6,N/A,0,3779.92,165848.95,4525
Christine Jardine,Edinburgh West BC,35110,"Standard non-London area budget plus an uplift of £9,200 for Covid-related business costs",27508.93,7601.07,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",165953.21,28076.79,0,N/A,0,0,193462.14,23010,Standard budget for renting a property in the London area,20853.19,2156.81,N/A,6645.98,N/A,0,27499.17,220961.31,4634
Christopher Chope,Christchurch CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",25247.27,10662.73,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",108217.72,85812.28,0,N/A,0,0,133464.99,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),5391.45,18.55,N/A,4031,N/A,0,9422.45,142887.44,242
Christopher Elmore,Ogmore CC ,35710,"Standard non-London area budget plus an uplift of £9,800 for Covid-related business costs",29678.72,6031.28,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",192782.67,1247.33,0,N/A,0,0,222461.39,25258.45,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant for five months",24049.11,1209.34,N/A,7085.66,N/A,0,31134.77,253596.16,4572
Chuka Umunna,Streatham BC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,4128
Claire Coutinho,East Surrey CC,44800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",10284.11,34515.89,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",158272.43,48857.57,0,N/A,0,0,168556.54,0,N/A,0,0,N/A,141.23,N/A,0,141.23,168697.77,4806
Claire Hanna,Belfast South,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",28621.36,13288.64,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",176259.35,17770.65,0,N/A,0,0,204880.71,1814,Hotels,1814,0,N/A,2678.54,N/A,0,4492.54,209373.25,4827
Claire Perry,Devizes CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,3974
Claudia Webbe,Leicester East BC,39710,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £3,800",32316.08,7393.92,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",184656.35,9373.65,0,N/A,0,0,216972.43,8321.02,"Standard budget for renting a property outside the London area for six months, and £283.10 in hotel costs",7080.06,1240.96,N/A,1621.62,N/A,0,8701.68,225674.11,4848
Clive Betts,Sheffield South East BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",26747.97,9162.03,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",168172.06,25857.94,0,N/A,0,0,194920.03,23010,Standard budget for renting a property in the London area,22884.12,125.88,N/A,2416.29,N/A,52.6,25353.01,220273.04,394
Clive Efford,Eltham BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",16528.83,22271.17,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",182066.74,25063.26,0,N/A,0,0,198595.57,0,N/A,0,0,N/A,1680,N/A,0,1680,200275.57,165
Clive Lewis,Norwich South BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",32943.31,2966.69,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",180599.53,13430.47,0,N/A,0,0,213542.84,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",26420.39,2024.61,N/A,2988.76,N/A,1107.8,30516.95,244059.79,4500
Colleen Fletcher,Coventry North East BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",17718.8,18191.2,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",153025.14,41004.86,0,N/A,0,0,170743.94,23010,Standard budget for renting a property in the London area,22357.03,652.97,N/A,2867.7,N/A,0,25224.73,195968.67,4378
Colum Eastwood,Foyle,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",30984.1,10925.9,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",168773.44,25256.56,0,N/A,0,0,199757.54,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",31586.3,2293.7,N/A,9326.98,N/A,0,40913.28,240670.82,4846
Conor Burns,Bournemouth West BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",19503.77,16406.23,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",147457.07,46572.93,0,N/A,0,0,166960.84,23010,Standard budget for renting a property in the London area,22577.14,432.86,N/A,3199.12,N/A,0,25776.26,192737.1,3922
Conor McGinn,St Helens North BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",20140.36,15769.64,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",137971.36,56058.64,0,N/A,0,0,158111.72,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",25420.23,8459.77,N/A,4923.95,N/A,0,30344.18,188455.9,4458
Craig Mackinlay,South Thanet CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",20854.66,15055.34,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",130544.54,63485.46,0,N/A,0,0,151399.2,16120,Standard budget for renting a property outside the London area,7973.61,8146.39,N/A,2053.15,N/A,0,10026.76,161425.96,4529
Craig Tracey,North Warwickshire CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",14820.67,21089.33,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",139285.54,54744.46,0,N/A,0,0,154106.21,23010,Standard budget for renting a property in the London area,22398.06,611.94,N/A,3622.2,N/A,0,26020.26,180126.47,4509
Craig Whittaker,Calder Valley CC,34764.7,"Standard non-London area budget plus an uplift of £8,854.70 for Covid-related business costs",28643.72,6120.98,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",171792.49,22237.51,0,N/A,0,0,200436.21,23010,Standard budget for renting a property in the London area,21992.48,1017.52,N/A,4662.26,N/A,100,26754.74,227190.95,3940
Craig Williams,Montgomeryshire CC,34060.53,"Standard non-London area budget plus an uplift of £8,150.53 for Covid-related business costs",29306.44,4754.09,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",164185.52,29844.48,0,N/A,0,0,193491.96,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",27548.08,6331.92,N/A,6612.35,N/A,345.06,34505.49,227997.45,4438
Crispin Blunt,Reigate BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",27731.68,11068.32,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",168541.82,38588.18,0,N/A,0,0,196273.5,0,N/A,0,0,N/A,455.85,N/A,0,455.85,196729.35,104
Daisy Cooper,St Albans CC,43500,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £4,700",25960.15,17539.85,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",191087.67,16042.33,0,N/A,0,0,217047.82,0,N/A,0,0,N/A,0,N/A,0,0,217047.82,4769
Damian Collins,Folkestone and Hythe CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",19296.16,16613.84,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",180177.8,13852.2,0,N/A,0,0,199473.96,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",33880,0,N/A,1105.3,N/A,0,34985.3,234459.26,3986
Damian Green,Ashford CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",16638,19272,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",152666.45,41363.55,0,N/A,0,0,169304.45,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),4922.17,487.83,N/A,1116.1,N/A,0,6038.27,175342.72,76
Damian Hinds,East Hampshire CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",7038.85,28871.15,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",149533.98,44496.02,0,N/A,0,0,156572.83,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",31144.66,2735.34,N/A,1577.29,N/A,0,32721.95,189294.78,3969
Damien Moore,Southport BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",34925.71,984.29,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",192548.66,1481.34,0,N/A,0,0,227474.37,22001.34,Standard budget for renting a property in the London area until 16 August 2020 and from 2 September 2020,21689.58,311.76,N/A,16928.49,N/A,0,38618.07,266092.44,4669
Dan Carden,"Liverpool, Walton BC",35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",23603.84,12306.16,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",172022.82,22007.18,0,N/A,0,0,195626.66,16120,Standard budget for renting a property outside the London area,15105.04,1014.96,N/A,4983.03,N/A,0,20088.07,215714.73,4651
Dan Jarvis,Barnsley Central BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",28804.14,7105.86,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",176572.04,17457.96,0,N/A,0,0,205376.18,39315,"Standard budget for renting a property in the London area, with an uplift to cover the cost of three dependants",30123.01,9191.99,N/A,3101.48,N/A,0,33224.49,238600.67,4243
Daniel Kawczynski,Shrewsbury and Atcham CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",12984.97,22925.03,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",166070.73,27959.27,0,N/A,0,0,179055.7,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",28445,0,N/A,5548.95,N/A,0,33993.95,213049.65,1566
Daniel Poulter,Central Suffolk and North Ipswich CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",22687.77,13222.23,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",175266.62,18763.38,0,N/A,0,0,197954.39,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),4399.68,1010.32,N/A,2708.25,N/A,0,7107.93,205062.32,3932
Daniel Zeichner,Cambridge BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",23721.61,12188.39,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",186157.67,7872.33,0,N/A,0,0,209879.28,0,N/A,0,0,N/A,1132.91,N/A,0,1132.91,211012.19,4382
Danielle Rowley,Midlothian CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,4628
Danny Kruger,Devizes CC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",24177.23,17732.77,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",174735.74,19294.26,0,N/A,0,0,198912.97,32425,"Standard budget for renting a property outside the London area, with an uplift to cover the cost of three dependants",25748.08,6676.92,N/A,1104.24,N/A,1665.6,28517.92,227430.89,4858
Darren Henry,Broxtowe CC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",39845.92,2064.08,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",188961.9,5068.1,0,N/A,0,0,228807.82,39315,"Standard budget for renting a property in the London area, with an uplift to cover the cost of three dependants",33789.96,5525.04,N/A,4440.72,N/A,13897.83,52128.51,280936.33,4794
Darren Jones,Bristol North West BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",33994.76,1915.24,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",174943.68,19086.32,0,N/A,0,0,208938.44,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",33875.59,4.41,N/A,2922.22,N/A,0,36797.81,245736.25,4621
Dave Doogan,Angus CC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",28696.26,13213.74,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",121968.68,72061.32,0,N/A,0,0,150664.94,21509.1,"Standard budget for renting a property in the London area from 29 June 2020, with an uplift to cover the cost of one dependant",15950.04,5559.06,N/A,7807.21,N/A,0,23757.25,174422.19,4736
David Amess,Southend West BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21747.43,14162.57,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",165246.08,28783.92,0,N/A,0,0,186993.51,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),0,5410,N/A,5336.8,N/A,0,5336.8,192330.31,44
David Crausby,Bolton North East BC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,437
David Davies,Monmouth CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",22366.07,13543.93,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",188332.16,5697.84,0,N/A,0,0,210698.23,14399.65,Hotels,14399.65,0,N/A,7782.01,N/A,0,22181.66,232879.89,1545
David Davis,Haltemprice and Howden CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",20526.87,15383.13,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",129452.64,64577.36,0,N/A,0,0,149979.51,23010,Standard budget for renting a property in the London area,23010,0,N/A,4448.39,N/A,0,27458.39,177437.9,373
David Duguid,Banff and Buchan CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",30833.74,5076.26,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",168339.5,25690.5,0,N/A,0,0,199173.24,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",30379.18,3500.82,N/A,13136.18,N/A,0,43515.36,242688.6,4606
David Evennett,Bexleyheath and Crayford BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",10675.33,28124.67,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",148135.99,58994.01,0,N/A,0,0,158811.32,0,N/A,0,0,N/A,174.08,N/A,0,174.08,158985.4,1198
David Hanson,Delyn CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,533
David Johnston,Wantage CC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",6551.55,35358.45,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",127254.7,66775.3,0,N/A,0,0,133806.25,16120,Standard budget for renting a property outside the London area,15933.88,186.12,N/A,984.76,N/A,0,16918.64,150724.89,4761
David Jones,Clwyd West CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21922.59,13987.41,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",157946.92,36083.08,0,N/A,0,0,179869.51,23010,Standard budget for renting a property in the London area,22848.23,161.77,N/A,4158.35,N/A,0,27006.58,206876.09,1502
David Lammy,Tottenham BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",27505.14,11294.86,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",187178.96,19951.04,0,N/A,0,0,214684.1,0,N/A,0,0,N/A,114.99,N/A,0,114.99,214799.09,206
David Linden,Glasgow East BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",22817.55,13092.45,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",179782.45,14247.55,0,N/A,0,0,202600,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",26770.8,7109.2,N/A,8368.29,N/A,0,35139.09,237739.09,4640
David Morris,Morecambe and Lunesdale CC,35010,"Standard non-London area budget plus an uplift of £9,100 for Covid-related business costs",18200.23,16809.77,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",87752.96,106277.04,0,N/A,0,0,105953.19,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",19313.12,9131.88,N/A,3626.87,N/A,0,22939.99,128893.18,4135
David Mundell,"Dumfriesshire, Clydesdale and Tweeddale CC",34610,"Standard non-London area budget plus an uplift of £8,700 for Covid-related business costs",34559.52,50.48,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",193675.46,354.54,0,N/A,0,0,228234.98,23010,Standard budget for renting a property in the London area,21709.42,1300.58,N/A,11007.47,N/A,0,32716.89,260951.87,1512
David Rutley,Macclesfield CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",15975.86,19934.14,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",165963.48,28066.52,0,N/A,0,0,181939.34,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",24681.07,9198.93,N/A,9693.17,N/A,0,34374.24,216313.58,4033
David Simmonds,"Ruislip, Northwood and Pinner BC",44800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",14867.39,29932.61,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",168657.66,38472.34,0,N/A,0,0,183525.05,0,N/A,0,0,N/A,729.39,N/A,0,729.39,184254.44,4872
David Warburton,Somerton and Frome CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",29777.84,6132.16,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",174345.86,19684.14,0,N/A,0,0,204123.7,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",33326.53,553.47,N/A,1727.85,N/A,0,35054.38,239178.08,4526
Dawn Butler,Brent Central BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",23029.28,15770.72,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",204388.67,2741.33,0,N/A,0,0,227417.95,0,N/A,0,0,N/A,0,N/A,341.99,341.99,227759.94,1489
Dean Russell,Watford BC,44800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",25622.82,19177.18,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",178289.41,28840.59,0,N/A,0,0,203912.23,0,N/A,0,0,N/A,0,N/A,0,0,203912.23,4812
Debbie Abrahams,Oldham East and Saddleworth CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",23256.77,12653.23,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",177532.43,16497.57,0,N/A,0,0,200789.2,23010,Standard budget for renting a property in the London area,22119.64,890.36,N/A,1537.6,N/A,0,23657.24,224446.44,4212
Dehenna Davison,Bishop Auckland CC,37110,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £1,200",27581.5,9528.5,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",174611.82,19418.18,0,N/A,0,0,202193.32,23010,Standard budget for renting a property in the London area,23078.26,-68.26,N/A,5755.38,N/A,0,28833.64,231026.96,4737
Deidre Brock,Edinburgh North and Leith BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",26645.18,9264.82,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",164015.94,30014.06,0,N/A,0,0,190661.12,23010,Standard budget for renting a property in the London area,22750.08,259.92,N/A,3702.83,N/A,0,26452.91,217114.03,4417
Derek Thomas,St Ives CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",27744.26,8165.74,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",160670.68,33359.32,0,N/A,0,0,188414.94,2890,Hotels,2890,0,N/A,5258.16,N/A,0,8148.16,196563.1,4532
Derek Twigg,Halton CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",15038.04,20871.96,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",99380.24,94649.76,0,N/A,0,0,114418.28,23010,Standard budget for renting a property in the London area,22008.76,1001.24,N/A,4245.05,N/A,0,26253.81,140672.09,429
Desmond Swayne,New Forest West CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",8600.22,27309.78,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",101792.25,92237.75,0,N/A,0,0,110392.47,5709.04,Hotels,5709.04,0,N/A,1596.45,N/A,0,7305.49,117697.96,55
Diana Johnson,Kingston upon Hull North BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",32991.74,2918.26,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",188650.76,5379.24,0,N/A,0,0,221642.5,16120,Standard budget for renting a property outside the London area,10553.65,5566.35,N/A,2367.78,N/A,0,12921.43,234563.93,1533
Diane Abbott,Hackney North and Stoke Newington BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",19660.28,19139.72,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",197268.3,9861.7,0,N/A,0,0,216928.58,0,N/A,0,0,N/A,0,N/A,0,0,216928.58,172
Dominic Raab,Esher and Walton BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",7952.21,30847.79,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",144228.8,62901.2,0,N/A,0,0,152181.01,0,N/A,0,0,N/A,0,N/A,0,0,152181.01,4007
Douglas Chapman,Dunfermline and West Fife CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",27318.16,8591.84,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",175022.14,19007.86,0,N/A,0,0,202340.3,0,N/A,0,0,N/A,579.2,N/A,0,579.2,202919.5,4402
Douglas Ross,Moray CC,35210,"Standard non-London area budget plus an uplift of £9,300 for Covid-related business costs",28343.49,6866.51,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",169363.02,24666.98,0,N/A,0,0,197706.51,27536.68,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant for ten months",22285.85,5250.83,N/A,8201.69,N/A,0,30487.54,228194.05,4627
Drew Hendry,"Inverness, Nairn, Badenoch and Strathspey CC",32473.19,"Standard non-London area budget plus an uplift of £6,563.19 for Covid-related business costs",22989.14,9484.05,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",177276.97,16753.03,0,N/A,0,0,200266.11,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",30636.31,3243.69,N/A,11259.81,N/A,0,41896.12,242162.23,4467
Duncan Baker,North Norfolk CC,36610,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £700",13021.61,23588.39,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",172246.6,21783.4,0,N/A,0,0,185268.21,23010,Standard budget for renting a property in the London area,22540.24,469.76,N/A,3005.55,N/A,0,25545.79,210814,4784
Eddie Hughes,Walsall North BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",20408.86,15501.14,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",145565.68,48464.32,0,N/A,0,0,165974.54,14724.41,Hotels,14724.41,0,N/A,4812.3,N/A,0,19536.71,185511.25,4635
Edward Argar,Charnwood CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",5390.85,30519.15,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",86818.29,107211.71,0,N/A,0,0,92209.14,23010,Standard budget for renting a property in the London area,19555.08,3454.92,N/A,272.5,N/A,0,19827.58,112036.72,4362
