﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
Denis MacShane,Rotherham BC,,,14829.48,,,,1477.6,,,,0,,16307.08,,,11657.94,,uncapped,6584.95,uncapped,0,18242.89,34549.97,393
Dennis Skinner,Bolsover CC,,,274.85,,,,0,,,,0,,274.85,,,4897.6,,uncapped,4306.5,uncapped,0,9204.1,9478.95,325
Derek Twigg,Halton CC,,,14572.4,,,,178.3,,,,0,,14750.7,,,18460.01,,uncapped,5204.2,uncapped,0,23664.21,38414.91,429
Desmond Swayne,New Forest West CC,,,2707.71,,,,2408.75,,,,0,,5116.46,,,3133.79,,uncapped,2224.1,uncapped,0,5357.89,10474.35,55
Diana Johnson,Kingston upon Hull North BC,,,20974.79,,,,4075,,,,0,,25049.79,,,4054.45,,uncapped,5700.18,uncapped,0,9754.63,34804.42,1533
Diane Abbott,Hackney North and Stoke Newington BC,,,7744.82,,,,0,,,,0,,7744.82,,,0,,uncapped,0,uncapped,0,0,7744.82,172
Dominic Grieve,Beaconsfield CC,,,13253.11,,,,5978.6,,,,0,,19231.71,,,0,,uncapped,51,uncapped,0,51,19282.71,16
Dominic Raab,Esher and Walton BC,,,6834.49,,,,5429.3,,,,0,,12263.79,,,0,,uncapped,55,uncapped,0,55,12318.79,4007
Don Foster,Bath BC,,,29771.12,,,,3476.05,,,,0,,33247.17,,,15493.14,,uncapped,2924.04,uncapped,140,18557.18,51804.35,214
Douglas Alexander,Paisley and Renfrewshire South CC,,,24356.73,,,,0,,,,0,,24356.73,,,0,,uncapped,8814.24,uncapped,0,8814.24,33170.97,632
Douglas Carswell,Clacton CC,,,28462.27,,,,0,,,,0,,28462.27,,,13561.87,,uncapped,4076.3,uncapped,0,17638.17,46100.44,1527
Duncan Hames,Chippenham CC,,,19633.89,,,,2369,,,,0,,22002.89,,,10093.12,,uncapped,1752.6,uncapped,0,11845.72,33848.61,3951
Ed Balls,Morley and Outwood CC,,,31734.75,,,,4437.4,,,,0,,36172.15,,,2481.02,,uncapped,8412.3,uncapped,0,10893.32,47065.47,1549
Edward Davey,Kingston and Surbiton BC,,,43416.51,,,,2369,,,,0,,45785.51,,,0,,uncapped,53.2,uncapped,0,53.2,45838.71,188
Edward Garnier,Harborough CC,,,6526.62,,,,293.75,,,,0,,6820.37,,,10047.31,,uncapped,5312.5,uncapped,6965.18,22324.99,29145.36,337
Edward Leigh,Gainsborough CC,,,5482.74,,,,656.55,,,,0,,6139.29,,,2906.84,,uncapped,6357.06,uncapped,0,9263.9,15403.19,345
Edward Miliband,Doncaster North CC,,,17649.08,,,,0,,,,0,,17649.08,,,8205.02,,uncapped,625.8,uncapped,0,8830.82,26479.9,1510
Edward Timpson,Crewe and Nantwich CC,,,15210.33,,,,0,,,,0,,15210.33,,,0,,uncapped,5321.05,uncapped,0,5321.05,20531.38,1605
Edward Vaizey,Wantage CC,,,5616.87,,,,2913.23,,,,0,,8530.1,,,8900.42,,uncapped,1674.74,uncapped,0,10575.16,19105.26,1580
Eilidh Whiteford,Banff and Buchan CC,,,14600.97,,,,0,,,,0,,14600.97,,,15843.41,,uncapped,15293.63,uncapped,0,31137.04,45738.01,3911
Eleanor Laing,Epping Forest CC,,,23231.74,,,,300,,,,0,,23531.74,,,0,,uncapped,0,uncapped,0,0,23531.74,36
Elfyn Llwyd,Dwyfor Meirionnydd CC,,,24008.51,,,,0,,,,0,,24008.51,,,4422.02,,uncapped,10820.75,uncapped,0,15242.77,39251.28,549
Elizabeth Truss,South West Norfolk CC,,,14666.81,,,,9857.22,,,,0,,24524.03,,,4410.47,,uncapped,9181.49,uncapped,0,13591.96,38115.99,4097
Emily Thornberry,Islington South and Finsbury BC,,,33711.02,,,,0,,,,0,,33711.02,,,0,,uncapped,0,uncapped,0,0,33711.02,1536
Emma Reynolds,Wolverhampton North East BC,,,29951.47,,,,141.82,,,,0,,30093.29,,,16097.18,,uncapped,1737.1,uncapped,0,17834.28,47927.57,4077
Eric Illsley,Barnsley Central BC,,,12103.51,,,,0,,,,38690.6,,50794.11,,,3905.54,,uncapped,5482.4,uncapped,0,9387.94,60182.05,386
Eric Joyce,Falkirk CC,,,16329.89,,,,0,,,,0,,16329.89,,,16427.26,,uncapped,34503.68,uncapped,0,50930.94,67260.83,603
Eric Ollerenshaw,Lancaster and Fleetwood CC,,,6484.31,,,,3877.5,,,,0,,10361.81,,,0,,uncapped,2451.6,uncapped,0,2451.6,12813.41,4141
Eric Pickles,Brentwood and Ongar CC,,,2538.81,,,,3877.5,,,,0,,6416.31,,,0,,uncapped,0,uncapped,0,0,6416.31,33
Esther McVey,Wirral West CC,,,13374.07,,,,4980,,,,0,,18354.07,,,15605.51,,uncapped,5482.9,uncapped,0,21088.41,39442.48,4084
Fabian Hamilton,Leeds North East BC,,,28737.79,,,,0,,,,0,,28737.79,,,0,,uncapped,4434.7,uncapped,0,4434.7,33172.49,415
Fiona Bruce,Congleton CC,,,20058.75,,,,3877.5,,,,0,,23936.25,,,1837.3,,uncapped,6656.8,uncapped,0,8494.1,32430.35,3958
Fiona Mactaggart,Slough BC,,,21600.76,,,,4330.37,,,,0,,25931.13,,,0,,uncapped,632.05,uncapped,0,632.05,26563.18,12
Fiona O'Donnell,East Lothian CC,,,23472.22,,,,0,,,,0,,23472.22,,,15882.03,,uncapped,14007.41,uncapped,0,29889.44,53361.66,3964
Francis Maude,Horsham CC,,,25714.2,,,,0,,,,0,,25714.2,,,6762.57,,uncapped,3312.15,uncapped,0,10074.72,35788.92,115
Frank Dobson,Holborn and St Pancras BC,,,1916.47,,,,0,,,,0,,1916.47,,,0,,uncapped,49,uncapped,0,49,1965.47,180
Frank Doran,Aberdeen North BC,,,34393.16,,,,0,,,,0,,34393.16,,,9099.33,,uncapped,20153.02,uncapped,0,29252.35,63645.51,570
Frank Field,Birkenhead BC,,,7063.05,,,,0,,,,0,,7063.05,,,0,,uncapped,3600.9,uncapped,0,3600.9,10663.95,478
Frank Roy,Motherwell and Wishaw BC,,,20635.13,,,,0,,,,0,,20635.13,,,15820,,uncapped,14628.87,uncapped,0,30448.87,51084,626
Gareth Johnson,Dartford CC,,,25829.65,,,,3877.5,,,,0,,29707.15,,,0,,uncapped,5147.1,uncapped,0,5147.1,34854.25,3970
Gareth Thomas,Harrow West BC,,,26787.91,,,,0,,,,0,,26787.91,,,0,,uncapped,264.1,uncapped,0,264.1,27052.01,177
Gary Streeter,South West Devon CC,,,24277.01,,,,18353.42,,,,0,,42630.43,,,19686.61,,uncapped,7292.75,uncapped,0,26979.36,69609.79,234
Gavin Barwell,Croydon Central BC,,,20177.11,,,,3877.5,,,,0,,24054.61,,,0,,uncapped,402.88,uncapped,0,402.88,24457.49,3955
Gavin Shuker,Luton South BC,,,15469.28,,,,323,,,,0,,15792.28,,,0,,uncapped,1112.63,uncapped,0,1112.63,16904.91,4013
Gavin Williamson,South Staffordshire CC,,,22865.65,,,,3877.5,,,,0,,26743.15,,,15763.75,,uncapped,4707.05,uncapped,0,20470.8,47213.95,4108
Gemma Doyle,West Dunbartonshire CC,,,10134.85,,,,0,,,,0,,10134.85,,,0,,uncapped,10957.91,uncapped,0,10957.91,21092.76,4063
Geoffrey Clifton-Brown,The Cotswolds CC,,,11043.85,,,,5752.66,,,,0,,16796.51,,,0,,uncapped,2283.6,uncapped,0,2283.6,19080.11,249
Geoffrey Cox,Torridge and West Devon CC,,,20295.79,,,,652.38,,,,0,,20948.17,,,8399.92,,uncapped,10768.61,uncapped,315.97,19484.5,40432.67,1508
Geoffrey Robinson,Coventry North West BC,,,9495.25,,,,0,,,,0,,9495.25,,,0,,uncapped,11343.8,uncapped,0,11343.8,20839.05,307
George Eustice,Camborne and Redruth CC,,,5743.58,,,,3877.5,,,,0,,9621.08,,,0,,uncapped,5933.75,uncapped,0,5933.75,15554.83,3934
George Freeman,Mid Norfolk CC,,,12644.27,,,,4808.8,,,,0,,17453.07,,,3520.5,,uncapped,4633.6,uncapped,0,8154.1,25607.17,4020
George Hollingbery,Meon Valley CC,,,3003.41,,,,3877.5,,,,0,,6880.91,,,0,,uncapped,884.3,uncapped,0,884.3,7765.21,4016
George Howarth,Knowsley BC,,,19711.27,,,,0,,,,0,,19711.27,,,16326.26,,uncapped,7195.37,uncapped,234.27,23755.9,43467.17,481
George Mudie,Leeds East BC,,,23347.91,,,,0,,,,0,,23347.91,,,0,,uncapped,7541.2,uncapped,0,7541.2,30889.11,414
George Osborne,Tatton CC,,,2464.28,,,,2408.75,,,,0,,4873.03,,,0,,uncapped,2174.35,uncapped,0,2174.35,7047.38,1458
George Young,North West Hampshire CC,,,14663.58,,,,2408.75,,,,0,,17072.33,,,16041.6,,uncapped,3487.25,uncapped,0,19528.85,36601.18,57
Geraint Davies,Swansea West BC,,,27405.76,,,,69.27,,,,0,,27475.03,,,336,,uncapped,7237.27,uncapped,0,7573.27,35048.3,155
Gerald Howarth,Aldershot BC,,,9169.81,,,,8135.25,,,,0,,17305.06,,,0,,uncapped,1039.45,uncapped,0,1039.45,18344.51,47
Gerald Kaufman,"Manchester, Gorton BC",,,6849.88,,,,0,,,,0,,6849.88,,,3404.22,,uncapped,7266.9,uncapped,0,10671.12,17521,451
Gerry Adams,Belfast West,,,22004.2,,,,0,,,,0,,22004.2,,,0,,uncapped,0,uncapped,0,0,22004.2,645
Gerry Sutcliffe,Bradford South BC,,,30780.27,,,,0,,,,0,,30780.27,,,14300,,uncapped,8398.45,uncapped,0,22698.45,53478.72,403
Gisela Stuart,"Birmingham, Edgbaston BC",,,25233.95,,,,1560,,,,0,,26793.95,,,10001.38,,uncapped,5177.46,uncapped,0,15178.84,41972.79,296
Glenda Jackson,Hampstead and Kilburn BC,,,8877.76,,,,0,,,,0,,8877.76,,,0,,uncapped,0,uncapped,0,0,8877.76,175
Gloria De Piero,Ashfield CC,,,25500.21,,,,404.49,,,,0,,25904.7,,,16037.3,,uncapped,4551.8,uncapped,0,20589.1,46493.8,3915
Glyn Davies,Montgomeryshire CC,,,24029.73,,,,3877.5,,,,0,,27907.23,,,19276.39,,uncapped,9640.6,uncapped,0,28916.99,56824.22,4041
Gordon Banks,Ochil and South Perthshire CC,,,27344.31,,,,0,,,,0,,27344.31,,,15032.75,,uncapped,16685.63,uncapped,0,31718.38,59062.69,1589
Gordon Birtwistle,Burnley BC,,,25449.53,,,,2717,,,,0,,28166.53,,,16629.15,,uncapped,7397.45,uncapped,0,24026.6,52193.13,3946
Gordon Brown,Kirkcaldy and Cowdenbeath CC,,,28802.82,,,,0,,,,0,,28802.82,,,0,,uncapped,12027.63,uncapped,0,12027.63,40830.45,591
Gordon Henderson,Sittingbourne and Sheppey CC,,,26296.89,,,,3877.5,,,,0,,30174.39,,,0,,uncapped,8281.35,uncapped,0,8281.35,38455.74,4050
Gordon Marsden,Blackpool South BC,,,17116.7,,,,529.05,,,,0,,17645.75,,,4675.5,,uncapped,5592,uncapped,147.2,10414.7,28060.45,465
Graeme Morrice,Livingston CC,,,22718.09,,,,0,,,,0,,22718.09,,,18104.3,,uncapped,8356.49,uncapped,0,26460.79,49178.88,4012
Graham Allen,Nottingham North BC,,,26002.71,,,,0,,,,0,,26002.71,,,12178.12,,uncapped,5124.7,uncapped,0,17302.82,43305.53,364
Graham Brady,Altrincham and Sale West BC,,,9794.48,,,,376.4,,,,0,,10170.88,,,3705.76,,uncapped,10748.45,uncapped,0,14454.21,24625.09,435
Graham Evans,Weaver Vale CC,,,27276.55,,,,3877.5,,,,0,,31154.05,,,18664.67,,uncapped,10563.85,uncapped,0,29228.52,60382.57,4081
Graham Jones,Hyndburn BC,,,29252.02,,,,1582.83,,,,0,,30834.85,,,19131.62,,uncapped,6173.77,uncapped,0,25305.39,56140.24,3999
Graham Stringer,Blackley and Broughton BC,,,24761.07,,,,0,,,,0,,24761.07,,,10746.55,,uncapped,5727.17,uncapped,0,16473.72,41234.79,449
Graham Stuart,Beverley and Holderness CC,,,15799.57,,,,2906.69,,,,0,,18706.26,,,14643.6,,uncapped,6029.41,uncapped,807,21480.01,40186.27,1482
Grahame Morris,Easington CC,,,23933.79,,,,0,,,,0,,23933.79,,,18104.99,,uncapped,6360,uncapped,0,24464.99,48398.78,3973
Grant Shapps,Welwyn Hatfield CC,,,19813.3,,,,844.12,,,,0,,20657.42,,,0,,uncapped,1413.1,uncapped,1690,3103.1,23760.52,1582
Greg Clark,Tunbridge Wells CC,,,20669.07,,,,0,,,,0,,20669.07,,,11977.81,,uncapped,1189.2,uncapped,0,13167.01,33836.08,1578
Greg Hands,Chelsea and Fulham BC,,,11392.31,,,,0,,,,0,,11392.31,,,0,,uncapped,273.5,uncapped,0,273.5,11665.81,1526
Greg Knight,East Yorkshire CC,,,3592.86,,,,3877.5,,,,0,,7470.36,,,0,,uncapped,8040.1,uncapped,0,8040.1,15510.46,1200
Greg Mulholland,Leeds North West BC,,,25949.29,,,,2632,,,,0,,28581.29,,,15999.24,,uncapped,8040,uncapped,0,24039.24,52620.53,1540
Gregg McClymont,"Cumbernauld, Kilsyth and Kirkintilloch East CC",,,20562.8,,,,0,,,,0,,20562.8,,,9454.83,,uncapped,15183.17,uncapped,0,24638,45200.8,3949
Gregory Barker,Bexhill and Battle CC,,,11665.26,,,,3877.5,,,,0,,15542.76,,,9371.92,,uncapped,2107.92,uncapped,0,11479.84,27022.6,1389
Gregory Campbell,East Londonderry,,,6934.36,,,,0,,,,0,,6934.36,,,10223.4,,uncapped,22276.02,uncapped,0,32499.42,39433.78,1409
Guto Bebb,Aberconwy CC,,,27475.66,,,,3877.5,,,,0,,31353.16,,,16969.27,,uncapped,14524.02,uncapped,0,31493.29,62846.45,3910
Guy Opperman,Hexham CC,,,20334.69,,,,0,,,,0,,20334.69,,,9476.78,,uncapped,3169.4,uncapped,0,12646.18,32980.87,4142
Harriet Harman,Camberwell and Peckham BC,,,12185.05,,,,0,,,,0,,12185.05,,,0,,uncapped,17.1,uncapped,0,17.1,12202.15,150
Harriett Baldwin,West Worcestershire CC,,,24889.73,,,,3877.5,,,,0,,28767.23,,,7276.47,,uncapped,7233.3,uncapped,0,14509.77,43277,4107
Hazel Blears,Salford and Eccles BC,,,28613.56,,,,0,,,,0,,28613.56,,,8016.23,,uncapped,6723,uncapped,3813.78,18553.01,47166.57,456
Heather Wheeler,South Derbyshire CC,,,21802.1,,,,4224.8,,,,0,,26026.9,,,16128,,uncapped,7935.45,uncapped,0,24063.45,50090.35,4053
Heidi Alexander,Lewisham East BC,,,23842.49,,,,1200,,,,0,,25042.49,,,0,,uncapped,0,uncapped,0,0,25042.49,4038
Helen Goodman,Bishop Auckland CC,,,25973.36,,,,0,,,,0,,25973.36,,,15265.02,,uncapped,13356.3,uncapped,0,28621.32,54594.68,1484
Helen Grant,Maidstone and The Weald CC,,,21227.65,,,,4230.88,,,,0,,25458.53,,,10653.71,,uncapped,1322.05,uncapped,0,11975.76,37434.29,4018
Helen Jones,Warrington North BC,,,37778.57,,,,0,,,,0,,37778.57,,,9482.91,,uncapped,7798.97,uncapped,1006.74,18288.62,56067.19,432
Henry Bellingham,North West Norfolk CC,,,15194.32,,,,211.2,,,,0,,15405.52,,,4230.87,,uncapped,3158.1,uncapped,0,7388.97,22794.49,1441
Henry Smith,Crawley BC,,,22393.21,,,,7124.25,,,,0,,29517.46,,,0,,uncapped,2769.6,uncapped,0,2769.6,32287.06,3960
Hilary Benn,Leeds Central BC,,,28465.56,,,,0,,,,0,,28465.56,,,3374.47,,uncapped,8075.04,uncapped,0,11449.51,39915.07,413
Hugh Bayley,York Central BC,,,24976.85,,,,0,,,,0,,24976.85,,,4531.38,,uncapped,9166.72,uncapped,18.9,13717,38693.85,385
Hugh Robertson,Faversham and Mid Kent CC,,,11418.69,,,,0,,,,0,,11418.69,,,17738.76,,uncapped,3035.7,uncapped,581.63,21356.09,32774.78,1415
Hugo Swire,East Devon CC,,,5668.66,,,,2908.75,,,,0,,8577.41,,,11250.62,,uncapped,3596.01,uncapped,0,14846.63,23424.04,1408
Huw Irranca-Davies,Ogmore CC,,,23848.31,,,,12,,,,0,,23860.31,,,3931.05,,uncapped,5379.69,uncapped,0,9310.74,33171.05,1476
Hywel Francis,Aberavon CC,,,28036.37,,,,0,,,,0,,28036.37,,,14242.23,,uncapped,5257.29,uncapped,0,19499.52,47535.89,1382
Hywel Williams,Arfon CC,,,21065.24,,,,0,,,,0,,21065.24,,,14043.62,,uncapped,8824.35,uncapped,0,22867.97,43933.21,1397
Iain Duncan Smith,Chingford and Woodford Green BC,,,32380.67,,,,0,,,,0,,32380.67,,,0,,uncapped,531,uncapped,0,531,32911.67,152
Iain Stewart,Milton Keynes South BC,,,20067.78,,,,3984.2,,,,0,,24051.98,,,0,,uncapped,677.4,uncapped,4084.77,4762.17,28814.15,4015
Iain Wright,Hartlepool BC,,,16327.14,,,,0,,,,0,,16327.14,,,0,,uncapped,2052.85,uncapped,0,2052.85,18379.99,1478
Ian Austin,Dudley North BC,,,21169.22,,,,4.15,,,,0,,21173.37,,,9027.88,,uncapped,3992.85,uncapped,0,13020.73,34194.1,1511
Ian Davidson,Glasgow South West BC,,,24410.87,,,,0,,,,0,,24410.87,,,2822.07,,uncapped,9729.88,uncapped,0,12551.95,36962.82,611
Ian Lavery,Wansbeck CC,,,9081.22,,,,0,,,,0,,9081.22,,,18667.57,,uncapped,9850.4,uncapped,0,28517.97,37599.19,4139
Ian Liddell-Grainger,Bridgwater and West Somerset CC,,,25680.5,,,,3218.75,,,,0,,28899.25,,,15208.87,,uncapped,7796.69,uncapped,405.38,23410.94,52310.19,1396
Ian Lucas,Wrexham CC,,,19387.7,,,,0,,,,0,,19387.7,,,4899.49,,uncapped,3260.31,uncapped,0,8159.8,27547.5,1470
Ian Mearns,Gateshead BC,,,27030.63,,,,0,,,,0,,27030.63,,,18138.74,,uncapped,10157.95,uncapped,0,28296.69,55327.32,4000
Ian Murray,Edinburgh South BC,,,40054.79,,,,1480,,,,0,,41534.79,,,17833.78,,uncapped,10208.83,uncapped,0,28042.61,69577.4,3966
Ian Paisley,North Antrim,,,11283.17,,,,23,,,,0,,11306.17,,,5300,,uncapped,25773.27,uncapped,0,31073.27,42379.44,4129
Ian Swales,Redcar BC,,,27950.45,,,,4536.15,,,,0,,32486.6,,,17370.78,,uncapped,6782.81,uncapped,0,24153.59,56640.19,4045
Ivan Lewis,Bury South BC,,,33348.85,,,,4350,,,,0,,37698.85,,,14038.36,,uncapped,5015.4,uncapped,0,19053.76,56752.61,441
Jack Dromey,"Birmingham, Erdington BC",,,26858.49,,,,9001.37,,,,0,,35859.86,,,7487.8,,uncapped,3517.6,uncapped,0,11005.4,46865.26,3913
Jack Lopresti,Filton and Bradley Stoke CC,,,21310.78,,,,3877.5,,,,0,,25188.28,,,15502.77,,uncapped,2454.1,uncapped,0,17956.87,43145.15,3989
Jack Straw,Blackburn BC,,,31626.57,,,,0,,,,0,,31626.57,,,2328.95,,uncapped,4648.3,uncapped,0,6977.25,38603.82,463
Jackie Doyle-Price,Thurrock BC,,,24869.61,,,,4877.5,,,,0,,29747.11,,,0,,uncapped,1216.2,uncapped,0,1216.2,30963.31,4065
Jacob Rees-Mogg,North East Somerset CC,,,2081.66,,,,14135.32,,,,0,,16216.98,,,0,,uncapped,0,uncapped,0,0,16216.98,4099
Jake Berry,Rossendale and Darwen BC,,,26986.22,,,,5157.5,,,,0,,32143.72,,,18040.18,,uncapped,8144.31,uncapped,0,26184.49,58328.21,4060
James Arbuthnot,North East Hampshire CC,,,4016.98,,,,2408.75,,,,0,,6425.73,,,1690,,uncapped,362.45,uncapped,4525.74,6578.19,13003.92,56
James Brokenshire,Old Bexley and Sidcup BC,,,8224.78,,,,0,,,,0,,8224.78,,,0,,uncapped,0,uncapped,0,0,8224.78,1530
James Clappison,Hertsmere CC,,,0,,,,3877.5,,,,0,,3877.5,,,0,,uncapped,0,uncapped,0,0,3877.5,67
James Duddridge,Rochford and Southend East CC,,,26032.63,,,,0,,,,0,,26032.63,,,6939.76,,uncapped,1627.1,uncapped,0,8566.86,34599.49,1559
James Gray,North Wiltshire CC,,,20842.78,,,,740.56,,,,0,,21583.34,,,10045.75,,uncapped,8929.38,uncapped,0,18975.13,40558.47,261
James Morris,Halesowen and Rowley Regis BC,,,19336.58,,,,3877.5,,,,0,,23214.08,,,5804.64,,uncapped,3785.1,uncapped,0,9589.74,32803.82,3992
James Paice,South East Cambridgeshire CC,,,6247.54,,,,2100,,,,0,,8347.54,,,9116.35,,uncapped,3640.65,uncapped,256.3,13013.3,21360.84,124
James Wharton,Stockton South BC,,,22232.83,,,,3877.5,,,,0,,26110.33,,,11671.38,,uncapped,5959.65,uncapped,0,17631.03,43741.36,4123
Jamie Reed,Copeland CC,,,19878.67,,,,0,,,,0,,19878.67,,,12432.75,,uncapped,9498.5,uncapped,0,21931.25,41809.92,1503
Jane Ellison,Battersea BC,,,29791.97,,,,38875.05,,,,0,,68667.02,,,0,,uncapped,0,uncapped,0,0,68667.02,3918
Jason McCartney,Colne Valley CC,,,17434.03,,,,3877.5,,,,0,,21311.53,,,7720.33,,uncapped,1434.95,uncapped,0,9155.28,30466.81,3953
Jeffrey Donaldson,Lagan Valley,,,22635.98,,,,0,,,,0,,22635.98,,,11176.08,,uncapped,25738.47,uncapped,0,36914.55,59550.53,650
Jenny Chapman,Darlington BC,,,23507.34,,,,0,,,,0,,23507.34,,,15942.32,,uncapped,6065.4,uncapped,0,22007.72,45515.06,3972
Jenny Willott,Cardiff Central BC,,,25195.63,,,,2369,,,,0,,27564.63,,,19809.98,,uncapped,3712.65,uncapped,0,23522.63,51087.26,1497
Jeremy Browne,Taunton Deane CC,,,33695.45,,,,0,,,,0,,33695.45,,,0,,uncapped,5407.35,uncapped,0,5407.35,39102.8,1575
Jeremy Corbyn,Islington North BC,,,16458.52,,,,0,,,,0,,16458.52,,,0,,uncapped,0,uncapped,0,0,16458.52,185
Jeremy Hunt,South West Surrey CC,,,11569.47,,,,496.08,,,,0,,12065.55,,,0,,uncapped,732.7,uncapped,0,732.7,12798.25,1572
Jeremy Lefroy,Stafford CC,,,28741,,,,5783.45,,,,0,,34524.45,,,9670.75,,uncapped,2793.7,uncapped,0,12464.45,46988.9,4109
Jeremy Wright,Kenilworth and Southam CC,,,20016.41,,,,2408.75,,,,0,,22425.16,,,16168.25,,uncapped,5918,uncapped,0,22086.25,44511.41,1560
Jesse Norman,Hereford and South Herefordshire CC,,,26347.37,,,,16981.82,,,,0,,43329.19,,,0,,uncapped,0,uncapped,0,0,43329.19,3991
Jessica Lee,Erewash CC,,,15810.59,,,,3877.5,,,,0,,19688.09,,,18855.25,,uncapped,4372.76,uncapped,0,23228.01,42916.1,3993
Jessica Morden,Newport East CC,,,19747.73,,,,0,,,,0,,19747.73,,,1257.31,,uncapped,7484.26,uncapped,0,8741.57,28489.3,1548
Jim Cunningham,Coventry South BC,,,14912.85,,,,0,,,,0,,14912.85,,,12751.32,,uncapped,1017.9,uncapped,0,13769.22,28682.07,308
Jim Dobbin,Heywood and Middleton CC,,,23412.33,,,,0,,,,0,,23412.33,,,1672.15,,uncapped,3903.5,uncapped,0,5575.65,28987.98,446
Jim Dowd,Lewisham West and Penge BC,,,41230.72,,,,0,,,,0,,41230.72,,,0,,uncapped,12.9,uncapped,0,12.9,41243.62,189
Jim Fitzpatrick,Poplar and Limehouse BC,,,17582.27,,,,0,,,,0,,17582.27,,,0,,uncapped,350,uncapped,0,350,17932.27,197
Jim Hood,Lanark and Hamilton East CC,,,25461.09,,,,700.7,,,,0,,26161.79,,,2949.35,,uncapped,12991.67,uncapped,0,15941.02,42102.81,582
Jim McGovern,Dundee West BC,,,29151.51,,,,0,,,,0,,29151.51,,,3628.7,,uncapped,22121.74,uncapped,0,25750.44,54901.95,1515
Jim Murphy,East Renfrewshire CC,,,27973.99,,,,21397,,,,0,,49370.99,,,10040.59,,uncapped,14837.58,uncapped,2000,26878.17,76249.16,595
Jim Shannon,Strangford,,,14536.34,,,,0,,,,0,,14536.34,,,4235.7,,uncapped,17789.42,uncapped,0,22025.12,36561.46,4131
Jim Sheridan,Paisley and Renfrewshire North CC,,,30294.82,,,,0,,,,0,,30294.82,,,14373.88,,uncapped,16782.2,uncapped,770,31926.08,62220.9,1464
Jo Johnson,Orpington BC,,,22067.06,,,,5279.36,,,,0,,27346.42,,,0,,uncapped,1604.07,uncapped,0,1604.07,28950.49,4039
Jo Swinson,East Dunbartonshire CC,,,20886.72,,,,1456.98,,,,0,,22343.7,,,13385.64,,uncapped,6102.67,uncapped,0,19488.31,41832.01,1513
Joan Ruddock,"Lewisham, Deptford BC",,,24715.46,,,,318.48,,,,0,,25033.94,,,0,,uncapped,775.25,uncapped,0,775.25,25809.19,190
Joan Walley,Stoke-on-Trent North BC,,,19637.83,,,,512.3,,,,0,,20150.13,,,2354.7,,uncapped,6499.55,uncapped,2975.01,11829.26,31979.39,286
Joe Benton,Bootle BC,,,19191.33,,,,0,,,,0,,19191.33,,,1534.35,,uncapped,3639.11,uncapped,0,5173.46,24364.79,479
John Baron,Basildon and Billericay BC,,,24448.99,,,,922.79,,,,0,,25371.78,,,0,,uncapped,1447.9,uncapped,0,1447.9,26819.68,1390
John Bercow,Buckingham CC,,,3810.84,,,,0,,,,0,,3810.84,,,0,,uncapped,3091.6,uncapped,0,3091.6,6902.44,17
John Cryer,Leyton and Wanstead BC,,,32215.51,,,,10342.25,,,,0,,42557.76,,,0,,uncapped,0,uncapped,0,0,42557.76,181
John Denham,"Southampton, Itchen BC",,,19286.65,,,,482.74,,,,0,,19769.39,,,10348.03,,uncapped,2786.03,uncapped,0,13134.06,32903.45,61
John Glen,Salisbury CC,,,24099.1,,,,4627.5,,,,0,,28726.6,,,16646.03,,uncapped,4372.63,uncapped,0,21018.66,49745.26,4051
John Hayes,South Holland and The Deepings CC,,,13692.34,,,,0,,,,0,,13692.34,,,6480.4,,uncapped,7002.05,uncapped,0,13482.45,27174.79,350
John Healey,Wentworth and Dearne CC,,,28124.56,,,,1200,,,,0,,29324.56,,,15532.21,,uncapped,11099.87,uncapped,0,26632.08,55956.64,400
John Hemming,"Birmingham, Yardley BC",,,23049.12,,,,0,,,,0,,23049.12,,,0,,uncapped,2239.2,uncapped,0,2239.2,25288.32,1483
John Howell,Henley CC,,,5348.72,,,,3877.5,,,,0,,9226.22,,,14901.83,,uncapped,1171.96,uncapped,0,16073.79,25300.01,1606
John Leech,"Manchester, Withington BC",,,28393.3,,,,2632,,,,0,,31025.3,,,4029.99,,uncapped,5363.45,uncapped,926.1,10319.54,41344.84,1543
John Mann,Bassetlaw CC,,,27047.65,,,,0,,,,0,,27047.65,,,6817.74,,uncapped,5486.32,uncapped,0,12304.06,39351.71,1387
John McDonnell,Hayes and Harlington BC,,,26138.39,,,,0,,,,0,,26138.39,,,0,,uncapped,619.2,uncapped,0,619.2,26757.59,178
John Penrose,Weston-Super-Mare CC,,,16129.06,,,,0,,,,0,,16129.06,,,0,,uncapped,5332.2,uncapped,0,5332.2,21461.26,1584
John Pugh,Southport BC,,,20453.65,,,,4413.21,,,,0,,24866.86,,,17194.7,,uncapped,4004.95,uncapped,0,21199.65,46066.51,1454
John Randall,Uxbridge and South Ruislip BC,,,5793.4,,,,2408.75,,,,0,,8202.15,,,0,,uncapped,0,uncapped,0,0,8202.15,209
